"customer_id","outcome"
"customer_id_2635","NO"
"customer_id_15769","NO"
"customer_id_12093","NO"
"customer_id_21102","NO"
"customer_id_30269","NO"
"customer_id_32768","NO"
"customer_id_33902","NO"
"customer_id_39490","YES"
"customer_id_26528","NO"
"customer_id_5020","NO"
"customer_id_21046","NO"
"customer_id_1487","NO"
"customer_id_12593","NO"
"customer_id_16947","NO"
"customer_id_32257","NO"
"customer_id_7390","NO"
"customer_id_17000","NO"
"customer_id_30385","NO"
"customer_id_35635","NO"
"customer_id_24463","NO"
"customer_id_32521","NO"
"customer_id_9994","NO"
"customer_id_35155","NO"
"customer_id_3018","NO"
"customer_id_25125","NO"
"customer_id_5726","NO"
"customer_id_3318","NO"
"customer_id_26404","NO"
"customer_id_26812","NO"
"customer_id_39420","YES"
"customer_id_24377","NO"
"customer_id_38177","NO"
"customer_id_17255","NO"
"customer_id_1647","NO"
"customer_id_19045","NO"
"customer_id_1697","NO"
"customer_id_39980","YES"
"customer_id_18206","NO"
"customer_id_40323","NO"
"customer_id_25290","NO"
"customer_id_11658","NO"
"customer_id_33358","NO"
"customer_id_14261","NO"
"customer_id_17054","NO"
"customer_id_38317","NO"
"customer_id_17807","NO"
"customer_id_4421","NO"
"customer_id_25402","NO"
"customer_id_9724","NO"
"customer_id_4165","NO"
"customer_id_17120","NO"
"customer_id_37902","NO"
"customer_id_11574","NO"
"customer_id_40508","NO"
"customer_id_8801","NO"
"customer_id_25862","NO"
"customer_id_15130","NO"
"customer_id_9604","NO"
"customer_id_13039","NO"
"customer_id_32986","NO"
"customer_id_34537","NO"
"customer_id_15914","NO"
"customer_id_11807","NO"
"customer_id_8780","NO"
"customer_id_19471","NO"
"customer_id_6868","NO"
"customer_id_21488","NO"
"customer_id_3253","NO"
"customer_id_18571","NO"
"customer_id_29338","NO"
"customer_id_37915","NO"
"customer_id_10175","NO"
"customer_id_32582","NO"
"customer_id_10863","NO"
"customer_id_40302","YES"
"customer_id_39485","YES"
"customer_id_655","NO"
"customer_id_25098","NO"
"customer_id_5211","NO"
"customer_id_18974","NO"
"customer_id_323","NO"
"customer_id_24471","NO"
"customer_id_30693","NO"
"customer_id_11191","NO"
"customer_id_3568","NO"
"customer_id_35326","NO"
"customer_id_16230","NO"
"customer_id_30597","NO"
"customer_id_6111","NO"
"customer_id_20915","NO"
"customer_id_28437","NO"
"customer_id_4647","NO"
"customer_id_38857","YES"
"customer_id_35078","NO"
"customer_id_304","NO"
"customer_id_1484","NO"
"customer_id_6662","NO"
"customer_id_480","NO"
"customer_id_11661","NO"
"customer_id_8821","NO"
"customer_id_31246","YES"
"customer_id_18355","NO"
"customer_id_40710","NO"
"customer_id_31407","NO"
"customer_id_28317","NO"
"customer_id_25526","NO"
"customer_id_38071","YES"
"customer_id_28381","YES"
"customer_id_4615","NO"
"customer_id_25889","YES"
"customer_id_38448","NO"
"customer_id_24018","NO"
"customer_id_20427","NO"
"customer_id_17593","NO"
"customer_id_4265","NO"
"customer_id_26520","NO"
"customer_id_6211","NO"
"customer_id_26063","NO"
"customer_id_2826","NO"
"customer_id_31581","NO"
"customer_id_11732","NO"
"customer_id_14627","NO"
"customer_id_21900","NO"
"customer_id_3929","NO"
"customer_id_28124","NO"
"customer_id_38129","YES"
"customer_id_13914","NO"
"customer_id_22878","NO"
"customer_id_3548","NO"
"customer_id_12774","NO"
"customer_id_5715","NO"
"customer_id_4093","NO"
"customer_id_14180","NO"
"customer_id_35357","NO"
"customer_id_10877","NO"
"customer_id_33717","NO"
"customer_id_25580","NO"
"customer_id_31951","NO"
"customer_id_1640","NO"
"customer_id_18784","NO"
"customer_id_17227","NO"
"customer_id_28050","NO"
"customer_id_15109","NO"
"customer_id_18550","NO"
"customer_id_5401","NO"
"customer_id_39184","YES"
"customer_id_9898","NO"
"customer_id_550","NO"
"customer_id_6871","NO"
"customer_id_34214","NO"
"customer_id_38289","YES"
"customer_id_19214","NO"
"customer_id_2767","NO"
"customer_id_10994","NO"
"customer_id_12272","NO"
"customer_id_70","NO"
"customer_id_11836","NO"
"customer_id_15564","NO"
"customer_id_1442","NO"
"customer_id_22567","NO"
"customer_id_9661","NO"
"customer_id_7033","NO"
"customer_id_853","NO"
"customer_id_5144","NO"
"customer_id_7901","NO"
"customer_id_38661","NO"
"customer_id_21719","NO"
"customer_id_12594","NO"
"customer_id_33994","NO"
"customer_id_28005","NO"
"customer_id_10092","NO"
"customer_id_15297","NO"
"customer_id_14424","YES"
"customer_id_33522","NO"
"customer_id_13552","NO"
"customer_id_20265","NO"
"customer_id_30434","NO"
"customer_id_11501","NO"
"customer_id_128","NO"
"customer_id_20020","NO"
"customer_id_30237","NO"
"customer_id_14725","NO"
"customer_id_1175","NO"
"customer_id_11238","NO"
"customer_id_24247","NO"
"customer_id_31443","NO"
"customer_id_36924","YES"
"customer_id_28713","NO"
"customer_id_30534","NO"
"customer_id_25694","NO"
"customer_id_25898","NO"
"customer_id_18529","NO"
"customer_id_15986","NO"
"customer_id_12038","NO"
"customer_id_20178","NO"
"customer_id_11239","NO"
"customer_id_27447","NO"
"customer_id_11398","NO"
"customer_id_22755","NO"
"customer_id_11893","NO"
"customer_id_2772","NO"
"customer_id_15841","NO"
"customer_id_28420","NO"
"customer_id_14657","NO"
"customer_id_23589","NO"
"customer_id_23111","NO"
"customer_id_16511","NO"
"customer_id_7592","NO"
"customer_id_3622","NO"
"customer_id_20822","NO"
"customer_id_19887","NO"
"customer_id_15146","NO"
"customer_id_30235","YES"
"customer_id_33247","NO"
"customer_id_469","YES"
"customer_id_6293","NO"
"customer_id_27363","NO"
"customer_id_1240","NO"
"customer_id_23421","NO"
"customer_id_39232","NO"
"customer_id_23745","NO"
"customer_id_16030","NO"
"customer_id_19028","NO"
"customer_id_30017","YES"
"customer_id_39848","YES"
"customer_id_24369","NO"
"customer_id_21546","NO"
"customer_id_10747","NO"
"customer_id_8042","NO"
"customer_id_5946","NO"
"customer_id_17418","NO"
"customer_id_31066","NO"
"customer_id_6605","NO"
"customer_id_24172","NO"
"customer_id_11224","NO"
"customer_id_4448","NO"
"customer_id_38180","YES"
"customer_id_29560","NO"
"customer_id_39903","NO"
"customer_id_2541","NO"
"customer_id_11427","NO"
"customer_id_13624","NO"
"customer_id_13549","NO"
"customer_id_28696","YES"
"customer_id_26766","NO"
"customer_id_24261","NO"
"customer_id_27362","NO"
"customer_id_26885","NO"
"customer_id_6524","NO"
"customer_id_861","NO"
"customer_id_6735","NO"
"customer_id_40016","NO"
"customer_id_19085","NO"
"customer_id_30239","NO"
"customer_id_23362","NO"
"customer_id_40928","YES"
"customer_id_2348","NO"
"customer_id_1483","NO"
"customer_id_3785","NO"
"customer_id_2980","NO"
"customer_id_8564","NO"
"customer_id_2182","NO"
"customer_id_20038","NO"
"customer_id_14303","NO"
"customer_id_23297","NO"
"customer_id_3876","NO"
"customer_id_21420","NO"
"customer_id_28945","NO"
"customer_id_13099","NO"
"customer_id_31282","NO"
"customer_id_25315","NO"
"customer_id_24056","YES"
"customer_id_21191","NO"
"customer_id_38666","YES"
"customer_id_20543","YES"
"customer_id_25086","NO"
"customer_id_34495","NO"
"customer_id_14631","NO"
"customer_id_4152","NO"
"customer_id_11635","NO"
"customer_id_3214","NO"
"customer_id_15153","NO"
"customer_id_15145","NO"
"customer_id_36624","NO"
"customer_id_4217","NO"
"customer_id_3461","NO"
"customer_id_37980","NO"
"customer_id_33260","NO"
"customer_id_3150","NO"
"customer_id_15135","NO"
"customer_id_10949","NO"
"customer_id_19966","NO"
"customer_id_21444","NO"
"customer_id_21052","NO"
"customer_id_26701","NO"
"customer_id_39270","NO"
"customer_id_7725","NO"
"customer_id_7594","NO"
"customer_id_926","NO"
"customer_id_28589","NO"
"customer_id_5809","NO"
"customer_id_40879","YES"
"customer_id_16729","NO"
"customer_id_40601","YES"
"customer_id_2020","NO"
"customer_id_4619","NO"
"customer_id_27849","YES"
"customer_id_21278","NO"
"customer_id_34024","NO"
"customer_id_26578","NO"
"customer_id_12116","NO"
"customer_id_38234","YES"
"customer_id_35718","NO"
"customer_id_40038","NO"
"customer_id_32491","NO"
"customer_id_34696","NO"
"customer_id_39263","NO"
"customer_id_37288","NO"
"customer_id_16883","NO"
"customer_id_20410","YES"
"customer_id_39522","NO"
"customer_id_31842","NO"
"customer_id_16315","NO"
"customer_id_2174","NO"
"customer_id_4144","NO"
"customer_id_17505","NO"
"customer_id_6612","NO"
"customer_id_6346","NO"
"customer_id_26338","NO"
"customer_id_28695","NO"
"customer_id_38272","YES"
"customer_id_2625","NO"
"customer_id_30047","YES"
"customer_id_499","NO"
"customer_id_27720","NO"
"customer_id_5572","NO"
"customer_id_1453","NO"
"customer_id_23677","NO"
"customer_id_29701","NO"
"customer_id_37068","NO"
"customer_id_3855","NO"
"customer_id_30703","NO"
"customer_id_36824","NO"
"customer_id_31025","NO"
"customer_id_40611","NO"
"customer_id_39960","YES"
"customer_id_4855","NO"
"customer_id_13302","NO"
"customer_id_12728","NO"
"customer_id_36489","YES"
"customer_id_18491","NO"
"customer_id_35182","NO"
"customer_id_16156","NO"
"customer_id_27164","NO"
"customer_id_37596","NO"
"customer_id_9712","NO"
"customer_id_36530","NO"
"customer_id_40791","YES"
"customer_id_35844","NO"
"customer_id_15956","NO"
"customer_id_12895","NO"
"customer_id_75","NO"
"customer_id_10656","NO"
"customer_id_26923","NO"
"customer_id_3719","NO"
"customer_id_24294","NO"
"customer_id_12871","NO"
"customer_id_26991","NO"
"customer_id_17313","NO"
"customer_id_23542","NO"
"customer_id_20417","NO"
"customer_id_34318","NO"
"customer_id_31072","YES"
"customer_id_6705","NO"
"customer_id_25423","NO"
"customer_id_17537","NO"
"customer_id_311","NO"
"customer_id_5227","NO"
"customer_id_19951","NO"
"customer_id_5893","NO"
"customer_id_35387","NO"
"customer_id_40702","NO"
"customer_id_32469","NO"
"customer_id_30377","YES"
"customer_id_26131","NO"
"customer_id_35629","NO"
"customer_id_10915","NO"
"customer_id_7809","NO"
"customer_id_37224","YES"
"customer_id_24404","NO"
"customer_id_24753","NO"
"customer_id_17781","NO"
"customer_id_7718","NO"
"customer_id_17002","NO"
"customer_id_26982","NO"
"customer_id_36132","NO"
"customer_id_25131","NO"
"customer_id_12068","NO"
"customer_id_6100","NO"
"customer_id_23269","NO"
"customer_id_25485","NO"
"customer_id_7201","NO"
"customer_id_33219","NO"
"customer_id_10586","NO"
"customer_id_28573","YES"
"customer_id_4183","NO"
"customer_id_39739","YES"
"customer_id_3933","NO"
"customer_id_39363","YES"
"customer_id_8256","NO"
"customer_id_28936","NO"
"customer_id_6401","NO"
"customer_id_6824","NO"
"customer_id_18560","NO"
"customer_id_438","NO"
"customer_id_21578","NO"
"customer_id_8904","NO"
"customer_id_30655","NO"
"customer_id_19244","NO"
"customer_id_2969","NO"
"customer_id_5757","NO"
"customer_id_15865","NO"
"customer_id_20934","NO"
"customer_id_27352","NO"
"customer_id_35338","NO"
"customer_id_34768","NO"
"customer_id_29469","NO"
"customer_id_3979","NO"
"customer_id_5875","NO"
"customer_id_12962","NO"
"customer_id_21178","NO"
"customer_id_36363","NO"
"customer_id_36052","YES"
"customer_id_26748","NO"
"customer_id_33909","NO"
"customer_id_7468","NO"
"customer_id_22186","NO"
"customer_id_24737","NO"
"customer_id_1072","NO"
"customer_id_8586","NO"
"customer_id_30252","YES"
"customer_id_11321","NO"
"customer_id_40704","NO"
"customer_id_34183","NO"
"customer_id_6742","NO"
"customer_id_16410","NO"
"customer_id_32458","NO"
"customer_id_11237","NO"
"customer_id_35592","NO"
"customer_id_26127","NO"
"customer_id_9810","NO"
"customer_id_38630","NO"
"customer_id_17581","NO"
"customer_id_29471","NO"
"customer_id_16731","NO"
"customer_id_23278","NO"
"customer_id_19820","NO"
"customer_id_40185","NO"
"customer_id_21388","NO"
"customer_id_40907","YES"
"customer_id_27984","NO"
"customer_id_3000","NO"
"customer_id_22305","NO"
"customer_id_1","NO"
"customer_id_34751","NO"
"customer_id_14528","NO"
"customer_id_20920","NO"
"customer_id_27154","NO"
"customer_id_7321","NO"
"customer_id_25050","NO"
"customer_id_9401","NO"
"customer_id_30524","NO"
"customer_id_1426","NO"
"customer_id_29071","NO"
"customer_id_27057","NO"
"customer_id_10575","NO"
"customer_id_39271","NO"
"customer_id_31121","YES"
"customer_id_19492","NO"
"customer_id_13687","NO"
"customer_id_9738","NO"
"customer_id_25813","NO"
"customer_id_31974","NO"
"customer_id_1656","NO"
"customer_id_26243","NO"
"customer_id_26603","NO"
"customer_id_7325","NO"
"customer_id_32405","NO"
"customer_id_40090","YES"
"customer_id_1034","NO"
"customer_id_13857","NO"
"customer_id_36149","NO"
"customer_id_37808","YES"
"customer_id_29698","NO"
"customer_id_21030","NO"
"customer_id_896","NO"
"customer_id_35374","NO"
"customer_id_2877","NO"
"customer_id_5321","NO"
"customer_id_37012","NO"
"customer_id_23163","NO"
"customer_id_2907","NO"
"customer_id_32807","NO"
"customer_id_39186","NO"
"customer_id_18123","NO"
"customer_id_27590","NO"
"customer_id_20883","NO"
"customer_id_34210","NO"
"customer_id_10008","NO"
"customer_id_8317","NO"
"customer_id_13059","NO"
"customer_id_8238","NO"
"customer_id_38876","YES"
"customer_id_27217","NO"
"customer_id_40589","YES"
"customer_id_33843","NO"
"customer_id_14381","NO"
"customer_id_29313","NO"
"customer_id_1675","NO"
"customer_id_21668","NO"
"customer_id_34863","NO"
"customer_id_14006","NO"
"customer_id_5881","NO"
"customer_id_39350","NO"
"customer_id_32170","NO"
"customer_id_2231","NO"
"customer_id_30918","NO"
"customer_id_6914","NO"
"customer_id_33520","NO"
"customer_id_34725","NO"
"customer_id_13","NO"
"customer_id_2814","NO"
"customer_id_33347","NO"
"customer_id_23770","NO"
"customer_id_20492","NO"
"customer_id_18564","NO"
"customer_id_1418","NO"
"customer_id_1536","NO"
"customer_id_15459","NO"
"customer_id_12505","NO"
"customer_id_15780","NO"
"customer_id_14851","NO"
"customer_id_33911","NO"
"customer_id_10600","NO"
"customer_id_13639","NO"
"customer_id_9985","NO"
"customer_id_8135","NO"
"customer_id_8932","NO"
"customer_id_23743","NO"
"customer_id_14198","NO"
"customer_id_11905","NO"
"customer_id_36094","NO"
"customer_id_39393","NO"
"customer_id_16026","NO"
"customer_id_24155","NO"
"customer_id_26697","NO"
"customer_id_17975","NO"
"customer_id_36904","NO"
"customer_id_30243","YES"
"customer_id_1784","NO"
"customer_id_1213","NO"
"customer_id_28319","NO"
"customer_id_6324","NO"
"customer_id_37997","NO"
"customer_id_23976","NO"
"customer_id_23451","NO"
"customer_id_27427","NO"
"customer_id_40378","NO"
"customer_id_11225","NO"
"customer_id_37163","NO"
"customer_id_33849","NO"
"customer_id_9779","NO"
"customer_id_21978","NO"
"customer_id_11104","NO"
"customer_id_34337","NO"
"customer_id_6515","NO"
"customer_id_38007","NO"
"customer_id_40030","YES"
"customer_id_21396","NO"
"customer_id_38853","NO"
"customer_id_39409","NO"
"customer_id_20164","NO"
"customer_id_27805","YES"
"customer_id_8439","NO"
"customer_id_26377","NO"
"customer_id_2813","NO"
"customer_id_2875","NO"
"customer_id_13069","NO"
"customer_id_49","NO"
"customer_id_25414","NO"
"customer_id_38983","YES"
"customer_id_16414","NO"
"customer_id_8659","NO"
"customer_id_21597","NO"
"customer_id_22649","NO"
"customer_id_4203","NO"
"customer_id_13320","NO"
"customer_id_33111","NO"
"customer_id_16298","NO"
"customer_id_27111","NO"
"customer_id_37162","NO"
"customer_id_631","NO"
"customer_id_14703","NO"
"customer_id_12064","NO"
"customer_id_12230","NO"
"customer_id_31033","NO"
"customer_id_30278","NO"
"customer_id_3248","NO"
"customer_id_31275","NO"
"customer_id_27695","NO"
"customer_id_18809","NO"
"customer_id_24740","NO"
"customer_id_23883","NO"
"customer_id_20416","NO"
"customer_id_6433","NO"
"customer_id_35389","NO"
"customer_id_15431","NO"
"customer_id_29180","NO"
"customer_id_21960","NO"
"customer_id_21567","NO"
"customer_id_14314","NO"
"customer_id_29843","NO"
"customer_id_30094","NO"
"customer_id_12426","NO"
"customer_id_11878","NO"
"customer_id_37936","NO"
"customer_id_39486","YES"
"customer_id_32023","NO"
"customer_id_12981","NO"
"customer_id_32122","NO"
"customer_id_29474","NO"
"customer_id_20634","NO"
"customer_id_6194","NO"
"customer_id_38322","NO"
"customer_id_26837","NO"
"customer_id_30044","NO"
"customer_id_26703","NO"
"customer_id_38380","NO"
"customer_id_26618","NO"
"customer_id_36839","NO"
"customer_id_12730","NO"
"customer_id_9263","NO"
"customer_id_1174","NO"
"customer_id_21910","NO"
"customer_id_26392","NO"
"customer_id_29779","NO"
"customer_id_23080","NO"
"customer_id_19048","NO"
"customer_id_36504","YES"
"customer_id_17228","NO"
"customer_id_596","NO"
"customer_id_35452","NO"
"customer_id_14018","NO"
"customer_id_14233","NO"
"customer_id_16797","NO"
"customer_id_10996","NO"
"customer_id_3899","NO"
"customer_id_40451","NO"
"customer_id_24177","NO"
"customer_id_1478","NO"
"customer_id_40054","YES"
"customer_id_1078","NO"
"customer_id_35824","NO"
"customer_id_15283","NO"
"customer_id_39782","YES"
"customer_id_30365","NO"
"customer_id_18303","NO"
"customer_id_471","NO"
"customer_id_31267","NO"
"customer_id_16966","NO"
"customer_id_36195","NO"
"customer_id_35691","NO"
"customer_id_38708","YES"
"customer_id_6231","NO"
"customer_id_21320","NO"
"customer_id_32162","NO"
"customer_id_26059","NO"
"customer_id_17681","NO"
"customer_id_33348","NO"
"customer_id_27893","YES"
"customer_id_23149","NO"
"customer_id_36950","YES"
"customer_id_19914","NO"
"customer_id_36315","NO"
"customer_id_27555","NO"
"customer_id_30226","NO"
"customer_id_23273","NO"
"customer_id_27148","NO"
"customer_id_15609","NO"
"customer_id_3391","NO"
"customer_id_37758","NO"
"customer_id_6698","NO"
"customer_id_19626","NO"
"customer_id_20912","NO"
"customer_id_31906","NO"
"customer_id_29358","NO"
"customer_id_37629","NO"
"customer_id_32460","NO"
"customer_id_34623","NO"
"customer_id_6985","NO"
"customer_id_3350","NO"
"customer_id_30675","NO"
"customer_id_26002","NO"
"customer_id_13315","NO"
"customer_id_10157","YES"
"customer_id_12705","NO"
"customer_id_9806","NO"
"customer_id_6847","NO"
"customer_id_28335","NO"
"customer_id_40177","YES"
"customer_id_22638","NO"
"customer_id_32428","NO"
"customer_id_13267","NO"
"customer_id_1566","NO"
"customer_id_428","NO"
"customer_id_15652","NO"
"customer_id_20351","NO"
"customer_id_7132","NO"
"customer_id_7062","NO"
"customer_id_96","NO"
"customer_id_35543","NO"
"customer_id_25672","NO"
"customer_id_27121","NO"
"customer_id_10936","NO"
"customer_id_21056","NO"
"customer_id_23441","NO"
"customer_id_35697","YES"
"customer_id_7149","NO"
"customer_id_25604","YES"
"customer_id_23575","NO"
"customer_id_27620","NO"
"customer_id_6039","NO"
"customer_id_7411","NO"
"customer_id_28159","NO"
"customer_id_3460","NO"
"customer_id_19788","NO"
"customer_id_19608","NO"
"customer_id_6043","NO"
"customer_id_2265","NO"
"customer_id_37081","NO"
"customer_id_1162","NO"
"customer_id_28830","NO"
"customer_id_12547","NO"
"customer_id_20283","NO"
"customer_id_34853","NO"
"customer_id_3628","NO"
"customer_id_38123","NO"
"customer_id_2893","NO"
"customer_id_12946","NO"
"customer_id_3431","NO"
"customer_id_39710","NO"
"customer_id_8409","NO"
"customer_id_1413","NO"
"customer_id_13108","NO"
"customer_id_33440","NO"
"customer_id_8471","NO"
"customer_id_12839","NO"
"customer_id_29999","YES"
"customer_id_35233","YES"
"customer_id_6024","NO"
"customer_id_39515","NO"
"customer_id_14221","NO"
"customer_id_3356","NO"
"customer_id_26949","NO"
"customer_id_36097","NO"
"customer_id_17657","NO"
"customer_id_13736","NO"
"customer_id_16055","NO"
"customer_id_8021","NO"
"customer_id_29653","NO"
"customer_id_13130","NO"
"customer_id_447","NO"
"customer_id_22856","NO"
"customer_id_800","NO"
"customer_id_20123","NO"
"customer_id_17714","NO"
"customer_id_40000","NO"
"customer_id_24567","NO"
"customer_id_3885","NO"
"customer_id_33238","NO"
"customer_id_38561","YES"
"customer_id_16601","NO"
"customer_id_30827","NO"
"customer_id_21261","NO"
"customer_id_23882","NO"
"customer_id_34607","YES"
"customer_id_19671","NO"
"customer_id_12725","NO"
"customer_id_34589","NO"
"customer_id_25941","YES"
"customer_id_13197","NO"
"customer_id_26632","NO"
"customer_id_26229","NO"
"customer_id_26803","NO"
"customer_id_7315","NO"
"customer_id_27891","YES"
"customer_id_16416","NO"
"customer_id_6759","NO"
"customer_id_15435","NO"
"customer_id_10648","NO"
"customer_id_204","NO"
"customer_id_3416","NO"
"customer_id_12477","NO"
"customer_id_31796","NO"
"customer_id_33058","NO"
"customer_id_28771","NO"
"customer_id_1562","NO"
"customer_id_584","NO"
"customer_id_13014","NO"
"customer_id_29030","NO"
"customer_id_35372","NO"
"customer_id_10189","NO"
"customer_id_21331","NO"
"customer_id_34452","NO"
"customer_id_4201","NO"
"customer_id_18115","NO"
"customer_id_36969","NO"
"customer_id_26315","NO"
"customer_id_14074","YES"
"customer_id_22665","NO"
"customer_id_2791","NO"
"customer_id_16953","NO"
"customer_id_5960","NO"
"customer_id_37668","YES"
"customer_id_22294","NO"
"customer_id_12800","NO"
"customer_id_13793","NO"
"customer_id_14487","NO"
"customer_id_37290","NO"
"customer_id_21656","NO"
"customer_id_3281","NO"
"customer_id_34609","NO"
"customer_id_18264","NO"
"customer_id_19570","NO"
"customer_id_8090","NO"
"customer_id_18607","NO"
"customer_id_33311","NO"
"customer_id_86","NO"
"customer_id_724","NO"
"customer_id_35858","NO"
"customer_id_38942","YES"
"customer_id_14085","NO"
"customer_id_30261","NO"
"customer_id_16248","NO"
"customer_id_27894","NO"
"customer_id_17126","NO"
"customer_id_15897","NO"
"customer_id_31223","NO"
"customer_id_23514","NO"
"customer_id_12136","NO"
"customer_id_18219","NO"
"customer_id_14632","NO"
"customer_id_10134","NO"
"customer_id_24629","NO"
"customer_id_9548","NO"
"customer_id_2325","NO"
"customer_id_6482","NO"
"customer_id_27347","NO"
"customer_id_17039","NO"
"customer_id_13660","NO"
"customer_id_2585","NO"
"customer_id_39413","NO"
"customer_id_18203","NO"
"customer_id_6481","NO"
"customer_id_21208","NO"
"customer_id_39727","YES"
"customer_id_8713","NO"
"customer_id_30546","NO"
"customer_id_18894","NO"
"customer_id_22795","NO"
"customer_id_38101","NO"
"customer_id_21535","NO"
"customer_id_24046","YES"
"customer_id_1023","NO"
"customer_id_20819","NO"
"customer_id_3698","NO"
"customer_id_18097","NO"
"customer_id_12690","NO"
"customer_id_38541","YES"
"customer_id_35115","YES"
"customer_id_34440","NO"
"customer_id_7706","NO"
"customer_id_12081","NO"
"customer_id_7229","NO"
"customer_id_32470","YES"
"customer_id_30765","NO"
"customer_id_1763","NO"
"customer_id_4913","NO"
"customer_id_6442","NO"
"customer_id_23947","NO"
"customer_id_1270","NO"
"customer_id_29449","NO"
"customer_id_22316","NO"
"customer_id_39009","YES"
"customer_id_27262","NO"
"customer_id_1232","NO"
"customer_id_30748","NO"
"customer_id_13062","NO"
"customer_id_11813","NO"
"customer_id_24176","NO"
"customer_id_6434","NO"
"customer_id_7827","NO"
"customer_id_22417","NO"
"customer_id_16190","NO"
"customer_id_2595","NO"
"customer_id_1188","NO"
"customer_id_19351","NO"
"customer_id_18180","NO"
"customer_id_13655","NO"
"customer_id_40472","YES"
"customer_id_17354","NO"
"customer_id_35053","NO"
"customer_id_13754","NO"
"customer_id_37549","NO"
"customer_id_13659","NO"
"customer_id_21593","NO"
"customer_id_7729","NO"
"customer_id_9928","NO"
"customer_id_1303","NO"
"customer_id_39662","YES"
"customer_id_24126","NO"
"customer_id_30700","NO"
"customer_id_22730","NO"
"customer_id_39255","YES"
"customer_id_25581","NO"
"customer_id_1599","NO"
"customer_id_2149","NO"
"customer_id_27522","NO"
"customer_id_39533","YES"
"customer_id_36080","NO"
"customer_id_16804","NO"
"customer_id_11275","NO"
"customer_id_8541","NO"
"customer_id_29919","NO"
"customer_id_16552","NO"
"customer_id_37399","NO"
"customer_id_29865","NO"
"customer_id_9036","NO"
"customer_id_39823","NO"
"customer_id_27214","NO"
"customer_id_20231","NO"
"customer_id_22579","NO"
"customer_id_9240","NO"
"customer_id_10428","NO"
"customer_id_2133","NO"
"customer_id_2650","NO"
"customer_id_40550","YES"
"customer_id_30759","NO"
"customer_id_14907","NO"
"customer_id_30965","NO"
"customer_id_15665","NO"
"customer_id_8500","NO"
"customer_id_6972","NO"
"customer_id_13574","NO"
"customer_id_11963","NO"
"customer_id_16268","NO"
"customer_id_9561","NO"
"customer_id_11404","NO"
"customer_id_20060","NO"
"customer_id_5692","NO"
"customer_id_40654","YES"
"customer_id_22083","NO"
"customer_id_36564","YES"
"customer_id_5262","NO"
"customer_id_26468","NO"
"customer_id_38363","NO"
"customer_id_34547","NO"
"customer_id_4237","NO"
"customer_id_13904","NO"
"customer_id_26770","NO"
"customer_id_35309","NO"
"customer_id_27617","NO"
"customer_id_2116","NO"
"customer_id_35602","NO"
"customer_id_26780","NO"
"customer_id_10381","NO"
"customer_id_36350","YES"
"customer_id_25320","NO"
"customer_id_35998","NO"
"customer_id_21222","NO"
"customer_id_37047","YES"
"customer_id_24915","NO"
"customer_id_27275","NO"
"customer_id_263","NO"
"customer_id_10065","NO"
"customer_id_19869","NO"
"customer_id_273","NO"
"customer_id_31354","NO"
"customer_id_4990","NO"
"customer_id_16918","NO"
"customer_id_15594","NO"
"customer_id_5920","NO"
"customer_id_36340","NO"
"customer_id_1194","NO"
"customer_id_13797","NO"
"customer_id_31339","NO"
"customer_id_6675","NO"
"customer_id_27986","NO"
"customer_id_14854","NO"
"customer_id_34074","NO"
"customer_id_36740","NO"
"customer_id_4160","NO"
"customer_id_31313","NO"
"customer_id_35593","NO"
"customer_id_14766","NO"
"customer_id_39518","NO"
"customer_id_37896","YES"
"customer_id_10628","NO"
"customer_id_22122","NO"
"customer_id_36205","NO"
"customer_id_32761","NO"
"customer_id_40957","YES"
"customer_id_29547","NO"
"customer_id_15885","YES"
"customer_id_36862","YES"
"customer_id_40316","NO"
"customer_id_6013","NO"
"customer_id_3502","NO"
"customer_id_14095","NO"
"customer_id_14223","NO"
"customer_id_31369","NO"
"customer_id_21626","NO"
"customer_id_29370","YES"
"customer_id_40822","YES"
"customer_id_8957","NO"
"customer_id_25165","NO"
"customer_id_15838","NO"
"customer_id_16357","NO"
"customer_id_19848","NO"
"customer_id_21701","NO"
"customer_id_26993","NO"
"customer_id_12613","NO"
"customer_id_1157","NO"
"customer_id_36796","NO"
"customer_id_24138","NO"
"customer_id_16316","NO"
"customer_id_39846","YES"
"customer_id_10718","NO"
"customer_id_15783","NO"
"customer_id_28599","NO"
"customer_id_14508","NO"
"customer_id_41074","NO"
"customer_id_24731","YES"
"customer_id_37666","NO"
"customer_id_26321","NO"
"customer_id_14483","NO"
"customer_id_30345","NO"
"customer_id_25690","NO"
"customer_id_27055","NO"
"customer_id_7886","NO"
"customer_id_2741","NO"
"customer_id_6493","NO"
"customer_id_343","NO"
"customer_id_19546","NO"
"customer_id_27095","NO"
"customer_id_39829","NO"
"customer_id_31867","NO"
"customer_id_13360","NO"
"customer_id_3230","NO"
"customer_id_38985","NO"
"customer_id_32190","NO"
"customer_id_2308","NO"
"customer_id_28519","NO"
"customer_id_31155","NO"
"customer_id_39077","NO"
"customer_id_6904","NO"
"customer_id_10765","NO"
"customer_id_10406","NO"
"customer_id_12607","NO"
"customer_id_25066","NO"
"customer_id_1699","NO"
"customer_id_24461","NO"
"customer_id_31989","NO"
"customer_id_23230","NO"
"customer_id_14344","NO"
"customer_id_36409","YES"
"customer_id_30085","NO"
"customer_id_4401","NO"
